,Latitud,Longitud
898,10.94127,-74.79743
899,10.95428,-74.79662
900,11.00386,-74.80681
901,10.93832,-74.80147
902,10.97644,-74.77749
903,10.99611,-74.80886
904,10.95626,-74.81786
905,20.9721,-89.6297
906,10.9556,-74.79602
907,11.03015,-74.86539
908,11.00727,-74.81829
909,10.95436,-74.81473
910,10.94321,-74.82455
911,10.93348,-74.79933
912,10.9881,-74.8222
913,10.97687,-74.84657
914,10.96106,-74.77786
915,10.98676,-74.78317
916,4.75502,-75.89959
917,10.96221,-74.80741
918,10.98134,-74.81785
919,10.96221,-74.80741
920,11.02331,-74.81224
921,10.98611,-74.80729
922,10.99647,-74.81582
923,10.97589,-74.77987
924,10.96872,-74.80912
925,11.00615,-74.78914
926,-10.86825,-37.09378
927,10.98249,-74.78421
928,11.01461,-74.83647
929,10.96686,-74.80109
930,10.9968,-74.81005
931,10.96646,-74.79099
932,10.97138,-74.80351
933,10.94733,-74.82939
934,11.0187,-74.81792
935,11.01103,-74.81094
936,10.95393,-74.774
937,10.98515,-74.788
938,10.96225,-74.78388
939,10.9764,-74.77743
940,10.97984,-74.79145
941,10.96221,-74.80741
942,10.95002,-74.78681
943,11.01103,-74.81094
944,11.01223,-74.81359
945,10.95786,-74.7737
946,10.93231,-74.782
947,10.95827,-74.825
948,10.96719,-74.80686
949,10.94541,-74.82411
950,10.96997,-74.80427
951,10.97956,-74.77742
952,10.98555,-74.82206
953,10.9841,-74.82373
954,10.9878,-74.78721
955,10.48105,-73.28748
956,10.97813,-74.79677
957,32.61292,-115.45929
958,11.01103,-74.81094
959,10.95298,-74.77861
960,10.96609,-74.80816
961,10.95298,-74.77861
962,10.92907,-74.78645
963,10.9632,-74.81435
964,10.97286,-74.83714
965,10.94082,-74.77816
966,10.97181,-74.83815
967,19.12924,-96.12167
968,10.94541,-74.82411
969,10.95751,-74.82225
970,10.93559,-74.79756
971,11.00171,-74.80717
972,10.98258,-74.80341
973,10.95403,-74.79572
974,10.48105,-73.28748
975,10.94123,-74.80081
976,10.94691,-74.83343
977,10.96856,-74.84244
978,5.07003,-75.50239
979,10.94772,-74.81072
980,10.96803,-74.78622
981,11.01024,-74.8112
982,10.97634,-74.7769
983,10.96354,-74.77514
984,10.94669,-74.78734
985,18.92563,-99.18881
986,28.99902,-110.94469
987,10.9465,-74.78472
988,10.99183,-74.79598
989,10.9764,-74.77743
990,10.99684,-74.8085
991,11.01343,-74.83163
992,10.97634,-74.7769
993,11.01821,-74.81561
994,10.9977,-74.82041
995,11.0174,-74.83764
996,11.0174,-74.83764
997,10.97431,-74.80805
998,18.89237,-96.93768
999,3.41885,-76.5068
1000,10.98196,-74.77101
1001,10.96535,-74.84249
1002,10.93175,-74.78864
1003,10.97878,-74.78084
1004,10.97016,-74.78372
1005,10.92894,-74.78694
1006,10.95358,-74.80871
1007,10.96873,-74.79563
1008,11.01283,-74.81621
1009,10.96133,-74.84189
1010,10.97962,-74.80517
1011,10.97902,-74.79671
1012,10.9476,-74.77325
1013,10.94624,-74.79005
1014,10.95806,-74.80412
1015,11.00648,-74.78962
1016,3.41789,-76.4849
1017,10.93228,-74.78201
1018,10.94662,-74.8102
1019,10.96002,-74.78894
1020,10.95403,-74.79572
1021,10.98245,-74.81084
1022,10.94447,-74.77219
1023,10.97702,-74.83235
1024,10.94541,-74.82411
1025,10.97763,-74.78064
1026,11.00008,-74.80003
1027,10.9968,-74.81005
1028,10.98549,-74.78195
1029,11.02028,-74.8229
1030,10.96712,-74.79638
1031,10.93228,-74.78201
1032,10.99712,-74.81545
1033,11.01343,-74.83163
1034,10.96221,-74.80741
1035,11.00389,-74.81273
1036,11.00696,-74.79015
1037,11.01015,-74.81511
1038,11.01638,-74.8248
1039,10.93979,-74.8003
1040,11.00044,-74.80817
1041,10.98486,-74.79285
1042,10.96826,-74.80749
1043,10.97634,-74.7769
1044,10.96221,-74.80741
1045,10.95403,-74.79572
1046,10.95312,-74.7979
1047,10.96354,-74.77514
1048,10.93269,-74.81895
1049,10.99607,-74.79134
1050,10.98229,-74.83764
1051,10.95605,-74.77413
1052,10.95605,-74.77413
1053,11.02264,-74.80809
1054,10.9876,-74.79977
1055,10.93968,-74.78276
1056,10.98141,-74.78654
1057,10.96306,-74.82313
1058,10.96441,-74.80437
1059,11.01343,-74.83163
1060,10.97652,-74.79249
1061,10.93034,-74.80255
1062,10.97962,-74.80517
1063,10.99066,-74.77966
1064,10.94772,-74.81072
1065,10.98703,-74.80061
1066,10.94755,-74.81652
1067,10.96217,-74.78716
1068,11.01103,-74.79444
1069,11.01343,-74.83163
