,fecha_accidente,a_o_accidente,mes_accidente,dia_accidente,hora_accidente,gravedad_accidente,clase_accidente,sitio_exacto_accidente,cant_heridos_en_sitio_accidente,cantidad_accidentes,cant_muertos_en_sitio_accidente,Unnamed: 0,Latitud,Longitud
1002,2023-03-20,2023,3,mon,1900-01-01 14:15:00,con heridos,choque,carrera 19 con calle 46,1,1,,1002,10.96695,-74.80776
1003,2023-03-20,2023,3,mon,1900-01-01 02:30:00,con heridos,choque,calle 110  carrera 14 sur,1,1,,1003,10.97154,-74.83706
1004,2023-03-20,2023,3,mon,1900-01-01 14:30:00,con heridos,choque,calle 75 carrera 47,1,1,,1004,10.99684,-74.8085
1005,2023-03-20,2023,3,mon,1900-01-01 15:00:00,con heridos,choque,carrera 38 con calle 70,1,1,,1005,10.97634,-74.7769
1006,2023-04-20,2023,4,thu,1900-01-01 14:30:00,con heridos,choque,calle 45g carrera 14,1,1,,1006,10.957,-74.80178
1007,2023-04-20,2023,4,thu,1900-01-01 04:30:00,con heridos,choque,carrera 44 calle 45,1,1,,1007,10.98455,-74.78563
1008,2023-04-20,2023,4,thu,1900-01-01 11:30:00,con heridos,choque,carrera 44 # 70 - 107,1,1,,1008,9.26379,-74.78063
1009,2023-05-20,2023,5,sat,1900-01-01 04:10:00,con heridos,choque,cra 44 con calle 68,4,1,,1009,10.98974,-74.80194
1010,2023-05-20,2023,5,sat,1900-01-01 23:30:00,con heridos,choque,calle 75 carrera 49,3,1,,1010,10.9983,-74.80778
1011,2023-05-20,2023,5,sat,1900-01-01 11:35:00,con muertos,choque,cra 38 con calle 134,0,1,1,1011,10.97634,-74.7769
1012,2023-06-20,2023,6,tue,1900-01-01 15:40:00,con heridos,choque,carrera 45b con calle 95,1,1,,1012,11.00445,-74.82865
1013,2023-06-20,2023,6,tue,1900-01-01 16:40:00,con heridos,choque,carrera 8 calle 40,1,1,,1013,10.9461,-74.7954
1014,2023-06-20,2023,6,tue,1900-01-01 17:15:00,con heridos,choque,calle 110 con carrera 6r,1,1,,1014,10.97286,-74.83714
1015,2023-06-20,2023,6,tue,1900-01-01 06:00:00,con heridos,choque,carrera 14 calle 56c,2,1,,1015,10.95938,-74.80497
1016,2023-06-20,2023,6,tue,1900-01-01 07:00:00,con heridos,choque,carrera 27 calle 59,1,1,,1016,10.97526,-74.80211
1017,2023-06-20,2023,6,tue,1900-01-01 10:30:00,con heridos,choque,calle 91 con carrera 49c,1,1,,1017,11.00594,-74.8244
1018,2023-07-20,2023,7,thu,1900-01-01 17:20:00,con heridos,choque,carrera 32 con calle 71,2,1,,1018,10.98099,-74.81066
1019,2023-07-20,2023,7,thu,1900-01-01 19:30:00,con heridos,atropello,carrera 15 sur calle 49,1,1,,1019,10.96221,-74.80741
1020,2023-07-20,2023,7,thu,1900-01-01 23:20:00,con heridos,choque,carrera 64 con calle 96,2,1,,1020,11.01809,-74.82093
1021,2023-07-20,2023,7,thu,1900-01-01 12:50:00,con heridos,choque,av. via 40 calle 62,1,1,,1021,11.00752,-74.79003
1022,2023-08-20,2023,8,sun,1900-01-01 16:10:00,con heridos,choque,calle 51 con carrera 31,1,1,,1022,3.54485,-76.29952
1023,2023-08-20,2023,8,sun,1900-01-01 16:30:00,con heridos,choque,calle 45 carrera 14,3,1,,1023,10.95428,-74.79662
1024,2023-08-20,2023,8,sun,1900-01-01 17:16:00,con heridos,choque,carrera 45 con calle 54,2,1,,1024,10.97908,-74.79612
1025,2023-08-20,2023,8,sun,1900-01-01 19:10:00,con heridos,choque,calle 100 carrera 15,1,1,,1025,10.96221,-74.80741
1026,2023-08-20,2023,8,sun,1900-01-01 19:20:00,con heridos,choque,calle 53 cra 20,2,1,,1026,10.96627,-74.79967
1027,2023-08-20,2023,8,sun,1900-01-01 20:30:00,con heridos,choque,calle 79 carrera 52,1,1,,1027,11.0034,-74.80855
1028,2023-09-20,2023,9,wed,1900-01-01 15:30:00,con heridos,choque,carrera 54 calle 50,2,1,,1028,10.99293,-74.78792
1029,2023-09-20,2023,9,wed,1900-01-01 17:10:00,con heridos,choque,calle 110 con carrera 43,1,1,,1029,10.9913,-74.80678
1030,2023-09-20,2023,9,wed,1900-01-01 17:30:00,con heridos,choque,carrera 46 calle 90,1,1,,1030,10.99628,-74.82875
1031,2023-09-20,2023,9,wed,1900-01-01 07:15:00,con heridos,choque,carrera 37 calle 117b,1,1,,1031,10.98056,-74.84131
1032,2023-09-20,2023,9,wed,1900-01-01 12:00:00,con heridos,choque,cra 26 calle 117b,5,1,,1032,10.97656,-74.84226
1033,2023-10-20,2023,10,fri,1900-01-01 13:30:00,con heridos,atropello,calle 45 carrera 2b,1,1,,1033,10.93433,-74.79933
1034,2023-10-20,2023,10,fri,1900-01-01 13:40:00,con heridos,choque,calle 19 carrera 3e,1,1,,1034,10.94049,-74.77829
1035,2023-10-20,2023,10,fri,1900-01-01 05:30:00,con heridos,choque,via 40 calle 51,2,1,,1035,10.99231,-74.78035
1036,2023-10-20,2023,10,fri,1900-01-01 06:00:00,con heridos,atropello,carrera 9 sur calle 48g,2,1,,1036,10.94925,-74.80439
1037,2023-10-20,2023,10,fri,1900-01-01 07:30:00,con heridos,choque,calle 30 # 4b-250,1,1,,1037,39.52676,-0.48606
1038,2023-10-20,2023,10,fri,1900-01-01 08:00:00,con heridos,atropello,calle 110 cra 6,1,1,,1038,10.94429,-74.80727
1039,2023-10-20,2023,10,fri,1900-01-01 20:00:00,con heridos,choque,calle 72 carrera 39,2,1,,1039,10.98725,-74.80954
1040,2023-10-20,2023,10,fri,1900-01-01 10:20:00,con heridos,choque,calle 8 carrera 38,2,1,,1040,10.97465,-74.77225
1041,2023-11-20,2023,11,mon,1900-01-01 13:30:00,con heridos,atropello,calle 110 cra 6,1,1,,1041,10.94429,-74.80727
1042,2023-11-20,2023,11,mon,1900-01-01 14:00:00,con heridos,choque,carrera 50 con calle 90,8,1,,1042,11.00633,-74.82312
1043,2023-11-20,2023,11,mon,1900-01-01 16:20:00,con heridos,choque,calle 86 con 64,1,1,,1043,11.00909,-74.81813
1044,2023-11-20,2023,11,mon,1900-01-01 18:10:00,con heridos,choque,calle 110 con carrera 65,1,1,,1044,10.99833,-74.78717
1045,2023-11-20,2023,11,mon,1900-01-01 20:30:00,con heridos,choque,carrera 15 calle 28,2,1,,1045,10.9519,-74.78387
1046,2023-11-20,2023,11,mon,1900-01-01 22:40:00,con heridos,choque,calle 84 carrera 46,2,1,,1046,11.00163,-74.81898
1047,2023-11-20,2023,11,mon,1900-01-01 11:30:00,con heridos,choque,carrera 1 e #45-52,1,1,,1047,4.34502,-74.35671
1048,2023-11-20,2023,11,mon,1900-01-01 23:50:00,con muertos,choque,calle 97a carrera 9 g,3,1,1,1048,10.95168,-74.76325
1049,2023-01-21,2023,1,sat,1900-01-01 14:00:00,con heridos,choque,cra 21 con calle 65c,2,1,,1049,10.9675,-74.80155
1050,2023-01-21,2023,1,sat,1900-01-01 15:10:00,con heridos,choque,calle 46 con carrera 20,1,1,,1050,10.92355,-74.803
1051,2023-01-21,2023,1,sat,1900-01-01 17:30:00,con heridos,choque,calle 30 con carrera 45,1,1,,1051,10.97636,-74.77736
1052,2023-01-21,2023,1,sat,1900-01-01 06:00:00,con heridos,choque,calle 84 con carrera 53,1,1,,1052,11.00729,-74.81599
1053,2023-01-21,2023,1,sat,1900-01-01 06:20:00,con heridos,choque,carrera 38 con calle 44,1,1,,1053,10.97634,-74.7769
1054,2023-01-21,2023,1,sat,1900-01-01 10:35:00,con heridos,choque,carrera 64d con calle 86,1,1,,1054,11.01593,-74.81354
1055,2023-02-21,2023,2,tue,1900-01-01 02:30:00,con heridos,choque,calle 47 # 20 - 114,2,1,,1055,18.87298,-96.92417
1056,2023-02-21,2023,2,tue,1900-01-01 17:00:00,con heridos,choque,calle 110 carrera 10 sur,3,1,,1056,10.96535,-74.84249
1057,2023-02-21,2023,2,tue,1900-01-01 21:00:00,con heridos,choque,carrera 27 con calle 82,1,1,,1057,10.97956,-74.82255
1058,2023-03-21,2023,3,tue,1900-01-01 15:00:00,con heridos,atropello,calle 73b #15d-24,2,1,,1058,3.43245,-76.48201
1059,2023-03-21,2023,3,tue,1900-01-01 10:45:00,con heridos,caida ocupante,calle 98 carrera 52 y 53,1,1,,1059,11.01343,-74.83163
1060,2023-04-21,2023,4,fri,1900-01-01 07:00:00,con heridos,choque,carrera 21b diagonal 77,1,1,,1060,10.97015,-74.82147
1061,2023-04-21,2023,4,fri,1900-01-01 19:00:00,con heridos,choque,calle 110 carrera 12,1,1,,1061,10.96446,-74.8385
1062,2023-04-21,2023,4,fri,1900-01-01 07:20:00,con heridos,choque,calle 37 carrera 22,2,1,,1062,10.96217,-74.78716
1063,2023-04-21,2023,4,fri,1900-01-01 08:23:00,con heridos,choque,carrera 42f calle 76b,1,1,,1063,10.99377,-74.81376
1064,2023-04-21,2023,4,fri,1900-01-01 12:30:00,con heridos,choque,calle 30 # 40 - 39,2,1,,1064,39.52676,-0.48606
1065,2023-04-21,2023,4,fri,1900-01-01 12:45:00,con heridos,choque,calle 72 carrera 25b,1,1,,1065,10.97484,-74.8118
1066,2023-05-21,2023,5,sun,1900-01-01 15:20:00,con muertos,choque,calle 110 cra 40b,0,1,1,1066,10.98645,-74.83466
1067,2023-05-21,2023,5,sun,1900-01-01 18:40:00,con heridos,choque,calle 24 cra 17b,1,1,,1067,10.95502,-74.77906
1068,2023-05-21,2023,5,sun,1900-01-01 11:30:00,con heridos,atropello,calle 40 carrera 51,1,1,,1068,10.99067,-74.78025
1069,2023-06-21,2023,6,wed,1900-01-01 18:50:00,con heridos,atropello,calle 10 #44-44,1,1,,1069,39.52686,-0.49107
1070,2023-06-21,2023,6,wed,1900-01-01 19:20:00,con heridos,choque,carrera 55 con calle 104,1,1,,1070,10.94465,-74.76272
1071,2023-06-21,2023,6,wed,1900-01-01 08:20:00,con heridos,caida ocupante,calle 39 cra 29,1,1,,1071,10.96932,-74.78553
1072,2023-06-21,2023,6,wed,1900-01-01 20:30:00,con heridos,choque,carrera 47 con calle 79,2,1,,1072,10.99861,-74.8117
1073,2023-06-21,2023,6,wed,1900-01-01 21:00:00,con heridos,choque,carrera 2b calle 79,3,1,,1073,10.93685,-74.82023
1074,2023-06-21,2023,6,wed,1900-01-01 10:20:00,con heridos,caida ocupante,carrera 43 # 57-23,1,1,,1074,19.13525,-96.12177
1075,2023-07-21,2023,7,fri,1900-01-01 01:35:00,con heridos,choque,calle 30 carrera 8,2,1,,1075,10.9465,-74.78472
1076,2023-07-21,2023,7,fri,1900-01-01 15:20:00,con heridos,choque,carrera 15 sur # 90b - 166,1,1,,1076,10.83383,-74.76283
1077,2023-07-21,2023,7,fri,1900-01-01 10:30:00,con heridos,choque,calle 70b con carrera 27,1,1,,1077,10.9769,-74.80863
1078,2023-07-21,2023,7,fri,1900-01-01 11:30:00,con heridos,volcamiento,calle 30 carrera 30,1,1,,1078,10.97636,-74.77736
1079,2023-07-21,2023,7,fri,1900-01-01 11:50:00,con heridos,atropello,cra 15 sur calle 48,1,1,,1079,10.9878,-74.78721
1080,2023-08-21,2023,8,mon,1900-01-01 16:40:00,con heridos,choque,calle 94 con carrera 58,1,1,,1080,11.01562,-74.82059
1081,2023-09-21,2023,9,thu,1900-01-01 13:25:00,con heridos,choque,carrera 54 calle 48,1,1,,1081,10.99373,-74.78539
1082,2023-09-21,2023,9,thu,1900-01-01 17:12:00,con heridos,choque,carrera 43 calle 67,2,1,,1082,10.98853,-74.80152
1083,2023-09-21,2023,9,thu,1900-01-01 09:50:00,con heridos,choque,av. circunvalar cra 6,1,1,,1083,10.94662,-74.8102
1084,2023-09-21,2023,9,thu,1900-01-01 10:00:00,con heridos,choque,calle 110 carrera 4 sur,1,1,,1084,10.84356,-74.77174
1085,2023-09-21,2023,9,thu,1900-01-01 22:40:00,con heridos,choque,calle 72 carrera 43,2,1,,1085,10.99158,-74.80713
1086,2023-10-21,2023,10,sat,1900-01-01 09:00:00,con heridos,atropello,cra 9d con calle 53,1,1,,1086,10.95236,-74.80708
1087,2023-10-21,2023,10,sat,1900-01-01 00:15:00,con heridos,atropello,calle 30 carrera 40,1,1,,1087,11.0043,-74.78711
1088,2023-11-21,2023,11,tue,1900-01-01 16:15:00,con heridos,choque,calle 77 # 74-38,15,1,,1088,39.96161,-0.06856
1089,2023-11-21,2023,11,tue,1900-01-01 17:30:00,con heridos,choque,carrera 16 # 18-40,2,1,,1089,18.90862,-96.93894
1090,2023-11-21,2023,11,tue,1900-01-01 05:44:00,con heridos,choque,carrera 15 sur con calle 48,2,1,,1090,10.9878,-74.78721
1091,2023-11-21,2023,11,tue,1900-01-01 11:10:00,con heridos,atropello,carrera 38 con calle 10,1,1,,1091,10.97634,-74.7769
1092,2023-01-22,2023,1,sun,1900-01-01 06:00:00,con heridos,choque,avenida coordialidad #110-901,2,1,,1092,-0.26726,-78.45789
1093,2023-01-22,2023,1,sun,1900-01-01 19:30:00,con heridos,caida ocupante,cra 49c # 82,1,1,,1093,6.29815,-75.55483
1094,2023-01-22,2023,1,sun,1900-01-01 19:40:00,con heridos,atropello,calle 26 #13-43,2,1,,1094,37.85488,-4.84591
1095,2023-02-22,2023,2,wed,1900-01-01 14:15:00,con heridos,choque,carrera 38 calle 134,2,1,,1095,10.97634,-74.7769
1096,2023-02-22,2023,2,wed,1900-01-01 17:00:00,con heridos,choque,carrera 12 f con calle 99 d,1,1,,1096,10.96167,-74.83163
1097,2023-02-22,2023,2,wed,1900-01-01 05:20:00,con heridos,choque,carrera 38 calle 84b,1,1,,1097,10.98286,-74.83429
1098,2023-02-22,2023,2,wed,1900-01-01 07:30:00,con heridos,choque,carrera 42b1 calle 86,1,1,,1098,10.99475,-74.82681
1099,2023-02-22,2023,2,wed,1900-01-01 22:20:00,con heridos,choque,calle 110 cra 98 caribe verde,1,1,,1099,10.97286,-74.83714
1100,2023-02-22,2023,2,wed,1900-01-01 12:35:00,con heridos,choque,calle 91 con carrera 59b,1,1,,1100,11.01523,-74.81792
1101,2023-03-22,2023,3,wed,1900-01-01 16:15:00,con heridos,choque,carrera 42g calle 90,1,1,,1101,10.99936,-74.82673
1102,2023-03-22,2023,3,wed,1900-01-01 17:00:00,con heridos,choque,carrera 18 con calle 45,1,1,,1102,10.92906,-74.78652
1103,2023-03-22,2023,3,wed,1900-01-01 17:50:00,con heridos,choque,carrera 65a calle 100,2,1,,1103,10.97571,-74.8325
1104,2023-03-22,2023,3,wed,1900-01-01 06:20:00,con heridos,choque,calle 46 carrera 16,2,1,,1104,10.95876,-74.8007
1105,2023-03-22,2023,3,wed,1900-01-01 19:40:00,con heridos,choque,calle 31 con carrera 30,1,1,,1105,10.9765,-74.77764
1106,2023-03-22,2023,3,wed,1900-01-01 11:15:00,con heridos,choque,carrera 25c calle 53 d,1,1,,1106,10.99201,-74.78937
1107,2023-04-22,2023,4,sat,1900-01-01 08:30:00,con heridos,choque,calle 110 carrera 43 alameda del rio,1,1,,1107,7.92638,-72.4857
1108,2023-04-22,2023,4,sat,1900-01-01 20:30:00,con heridos,choque,carrera 56 calle 84,1,1,,1108,11.00875,-74.81398
1109,2023-04-22,2023,4,sat,1900-01-01 08:40:00,con heridos,choque,calle 71 carrera 31,1,1,,1109,10.9803,-74.81056
1110,2023-04-22,2023,4,sat,1900-01-01 22:30:00,con heridos,choque,carrera 9g con calle 77,2,1,,1110,10.95904,-74.82157
1111,2023-04-22,2023,4,sat,1900-01-01 12:50:00,con heridos,otro,carrera 15 sur # 73-11 avenida circunvalar barrio 7 de abril,1,1,,1111,10.83383,-74.76283
1112,2023-05-22,2023,5,mon,1900-01-01 17:00:00,con heridos,choque,calle 84 carrera 42h,1,1,,1112,10.9977,-74.82041
1113,2023-05-22,2023,5,mon,1900-01-01 19:00:00,con heridos,choque,carrera 59b con calle 84,4,1,,1113,11.01124,-74.81151
1114,2023-05-22,2023,5,mon,1900-01-01 20:10:00,con heridos,choque,calle 45b con cra 14,3,1,,1114,10.95461,-74.79741
1115,2023-05-22,2023,5,mon,1900-01-01 20:30:00,con heridos,choque,calle 36b cra 20,2,1,,1115,10.97881,-74.84489
1116,2023-05-22,2023,5,mon,1900-01-01 12:30:00,con heridos,choque,carrera 18 calle 24,1,1,,1116,10.95569,-74.77919
1117,2023-06-22,2023,6,thu,1900-01-01 14:30:00,con heridos,choque,calle 53d con carrera 20b,1,1,,1117,10.96686,-74.80109
1118,2023-06-22,2023,6,thu,1900-01-01 07:40:00,con heridos,choque,carrera 42h calle 84,2,1,,1118,10.9977,-74.82041
1119,2023-06-22,2023,6,thu,1900-01-01 20:00:00,con heridos,choque,carrera 27 # 65-37,1,1,,1119,19.13092,-96.12304
1120,2023-06-22,2023,6,thu,1900-01-01 11:40:00,con heridos,choque,carrera 46 #96-20,2,1,,1120,3.40312,-76.51162
1121,2023-07-22,2023,7,sat,1900-01-01 18:00:00,con heridos,atropello,avenida murillo con carrera 7h - 42,1,1,,1121,10.94564,-74.79806
1122,2023-07-22,2023,7,sat,1900-01-01 11:30:00,con heridos,choque,calle 75 carrera 45,1,1,,1122,10.99521,-74.80931
1123,2023-08-22,2023,8,tue,1900-01-01 15:00:00,con heridos,atropello,calle 87 cra 9,1,1,,1123,10.95509,-74.82363
1124,2023-08-22,2023,8,tue,1900-01-01 15:30:00,con heridos,choque,carrera 23 con calle 28,1,1,,1124,10.96169,-74.78209
1125,2023-08-22,2023,8,tue,1900-01-01 12:30:00,con heridos,choque,carrera 6a con calle 72,1,1,,1125,10.94821,-74.8166
1126,2023-09-22,2023,9,fri,1900-01-01 07:30:00,con heridos,choque,calle 110 entre carrera 43 y 46,1,1,,1126,10.93203,-74.78612
1127,2023-09-22,2023,9,fri,1900-01-01 19:40:00,con heridos,choque,avenida circunvalar con calle 48f,2,1,,1127,10.93215,-74.78192
1128,2023-09-22,2023,9,fri,1900-01-01 21:00:00,con heridos,choque,carrera 44 calle 53,1,1,,1128,10.98586,-74.79082
1129,2023-10-22,2023,10,sun,1900-01-01 14:20:00,con heridos,choque,carrera 23 calle 40,1,1,,1129,10.96445,-74.78897
1130,2023-10-22,2023,10,sun,1900-01-01 05:45:00,con heridos,choque,carrera 38 calle 11,1,1,,1130,10.97511,-74.77456
1131,2023-10-22,2023,10,sun,1900-01-01 21:30:00,con heridos,choque,av. circunvalar # 45g-05,3,1,,1131,3.43797,-76.54895
1132,2023-10-22,2023,10,sun,1900-01-01 22:30:00,con heridos,choque,carrera 35 calle 40,2,1,,1132,10.97582,-74.78363
1133,2023-11-22,2023,11,wed,1900-01-01 14:00:00,con muertos,otro,carrera 46 calle 6,1,1,1,1133,10.94098,-74.80273
1134,2023-01-23,2023,1,mon,1900-01-01 01:30:00,con heridos,choque,transversal 1 d con calle 54,1,1,,1134,10.97957,-74.79549
1135,2023-01-23,2023,1,mon,1900-01-01 15:40:00,con heridos,choque,carrera 38 con calle 63,1,1,,1135,10.97634,-74.7769
1136,2023-01-23,2023,1,mon,1900-01-01 19:30:00,con heridos,choque,calle 17 carrera 8,3,1,,1136,10.9476,-74.77325
1137,2023-01-23,2023,1,mon,1900-01-01 19:40:00,con heridos,choque,av. circunvalar cra 68 ventana del mundo,1,1,,1137,11.00502,-74.79136
1138,2023-02-23,2023,2,thu,1900-01-01 13:40:00,con heridos,choque,carrera 27 calle 83,1,1,,1138,10.97848,-74.82583
1139,2023-02-23,2023,2,thu,1900-01-01 16:10:00,con heridos,choque,calle 70c con carrera 22d,3,1,,1139,10.97073,-74.81097
1140,2023-02-23,2023,2,thu,1900-01-01 06:40:00,con heridos,choque,cra 21 calle 78,1,1,,1140,10.92649,-74.82113
1141,2023-03-23,2023,3,thu,1900-01-01 06:50:00,con heridos,choque,calle 40 carrera 40,1,1,,1141,11.00648,-74.78962
1142,2023-03-23,2023,3,thu,1900-01-01 07:50:00,con heridos,choque,calle 17 con carrera 24,2,1,,1142,10.96178,-74.77497
1143,2023-03-23,2023,3,thu,1900-01-01 21:40:00,con muertos,choque,calle 30 carrera 44,4,1,1,1143,10.93486,-74.78429
1144,2023-03-23,2023,3,thu,1900-01-01 21:57:00,con heridos,choque,calle 30 carrera 38,2,1,,1144,10.97636,-74.77736
1145,2023-04-23,2023,4,sun,1900-01-01 05:45:00,con heridos,choque,calle 54 con carrera 38,1,1,,1145,10.97634,-74.7769
1146,2023-04-23,2023,4,sun,1900-01-01 21:45:00,con heridos,choque,carrera 38 calle 52,1,1,,1146,10.98121,-74.79263
1147,2023-04-23,2023,4,sun,1900-01-01 10:00:00,con heridos,choque,calle 110 cra 2 sur,1,1,,1147,10.93723,-74.78087
1148,2023-05-23,2023,5,tue,1900-01-01 16:20:00,solo daños,choque,calle 14 carrera 17 la playa,0,1,,1148,10.86328,-74.77603
1149,2023-05-23,2023,5,tue,1900-01-01 05:30:00,con heridos,choque,av. 40 con calle 68,2,1,,1149,11.00648,-74.78962
1150,2023-05-23,2023,5,tue,1900-01-01 05:55:00,con heridos,choque,calle 34 carrera 45,1,1,,1150,10.98385,-74.77758
1151,2023-05-23,2023,5,tue,1900-01-01 08:00:00,con heridos,choque,carrera 13 calle 24,2,1,,1151,10.95167,-74.77834
1152,2023-06-23,2023,6,fri,1900-01-01 07:40:00,con heridos,choque,calle 110 carrera 43,2,1,,1152,10.99217,-74.80805
1153,2023-06-23,2023,6,fri,1900-01-01 22:10:00,con heridos,choque,calle 87 carrera 74,2,1,,1153,11.02103,-74.81185
1154,2023-07-23,2023,7,sun,1900-01-01 15:30:00,con heridos,choque,calle 5 carrera 9,3,1,,1154,10.9518,-74.81081
1155,2023-07-23,2023,7,sun,1900-01-01 04:15:00,con heridos,choque,calle 84 carrera 53,1,1,,1155,11.00729,-74.81599
1156,2023-07-23,2023,7,sun,1900-01-01 19:30:00,con heridos,choque,carrera 43 calle 69f,1,1,,1156,10.99002,-74.80421
1157,2023-07-23,2023,7,sun,1900-01-01 20:50:00,con heridos,choque,carrera 15 calle 6,2,1,,1157,10.95509,-74.76809
1158,2023-07-23,2023,7,sun,1900-01-01 10:10:00,con heridos,choque,calle 110 carrera 14 sur,1,1,,1158,10.97154,-74.83706
1159,2023-07-23,2023,7,sun,1900-01-01 22:10:00,con heridos,volcamiento,calle 87 con carrera 9k,2,1,,1159,10.96048,-74.82667
1160,2023-07-23,2023,7,sun,1900-01-01 00:10:00,con heridos,choque,carrera 46 #72-40,1,1,,1160,3.40312,-76.51162
1161,2023-08-23,2023,8,wed,1900-01-01 15:00:00,con heridos,choque,calle 110 carrera 6,1,1,,1161,10.94429,-74.80727
1162,2023-08-23,2023,8,wed,1900-01-01 17:40:00,con heridos,choque,calle 110 carrera 9d,2,1,,1162,10.95028,-74.79392
1163,2023-08-23,2023,8,wed,1900-01-01 18:40:00,con heridos,volcamiento,av. murillo con carrera 23 - 57,1,1,,1163,10.9619,-74.78294
1164,2023-09-23,2023,9,sat,1900-01-01 14:40:00,con heridos,choque,calle 110 carrera 9g,1,1,,1164,10.95856,-74.82362
1165,2023-09-23,2023,9,sat,1900-01-01 05:55:00,con heridos,choque,calle 105 carrera 27,2,1,,1165,10.97526,-74.83431
1166,2023-09-23,2023,9,sat,1900-01-01 07:00:00,con heridos,choque,calle 17 cra 8,1,1,,1166,10.9476,-74.77325
1167,2023-09-23,2023,9,sat,1900-01-01 08:30:00,con heridos,choque,calle 44 cra 22,2,1,,1167,10.96393,-74.79137
1168,2023-09-23,2023,9,sat,1900-01-01 09:00:00,con heridos,choque,calle 14 carrera 25,2,1,,1168,10.97682,-74.84659
1169,2023-09-23,2023,9,sat,1900-01-01 21:00:00,con heridos,choque,cra 24 con calle 47c,1,1,,1169,10.96774,-74.79371
1170,2023-09-23,2023,9,sat,1900-01-01 21:15:00,con heridos,choque,carrera 65 calle 110,2,1,,1170,10.97512,-74.83622
1171,2023-10-23,2023,10,mon,1900-01-01 16:30:00,con heridos,choque,calle 30 carrera 2,1,1,,1171,10.9761,-74.77677
1172,2023-10-23,2023,10,mon,1900-01-01 17:45:00,con heridos,atropello,calle 84b carrera 39a,1,1,,1172,10.98474,-74.83356
1173,2023-10-23,2023,10,mon,1900-01-01 19:00:00,con heridos,choque,carrera 43 con calle 76,1,1,,1173,10.99421,-74.81156
1174,2023-10-23,2023,10,mon,1900-01-01 12:40:00,con heridos,choque,carrera 19 calle 45b,2,1,,1174,10.95863,-74.79544
1175,2023-10-23,2023,10,mon,1900-01-01 12:40:00,con heridos,choque,carrera 2 calle 50c,2,1,,1175,10.93457,-74.80884
1176,2023-11-23,2023,11,thu,1900-01-01 08:30:00,con heridos,choque,av circunvalar cra 46,2,1,,1176,10.93415,-74.78711
1177,2023-01-24,2023,1,tue,1900-01-01 15:10:00,con heridos,otro,calle 31 carrera 36,1,1,,1177,10.97528,-74.77852
1178,2023-01-24,2023,1,tue,1900-01-01 17:10:00,con heridos,choque,av. circunvalar con cra 9g,2,1,,1178,10.95824,-74.82717
1179,2023-01-24,2023,1,tue,1900-01-01 17:40:00,con heridos,caida ocupante,carrera 9 con calle 56,2,1,,1179,10.95162,-74.81071
1180,2023-01-24,2023,1,tue,1900-01-01 18:40:00,con heridos,choque,calle 84 cra 14,2,1,,1180,10.9674,-74.82439
1181,2023-01-24,2023,1,tue,1900-01-01 18:45:00,con heridos,choque,calle 30 carrera 27,1,1,,1181,10.97705,-74.83237
1182,2023-01-24,2023,1,tue,1900-01-01 07:40:00,con heridos,choque,via 40 con calle 70c,1,1,,1182,11.00591,-74.78898
1183,2023-02-24,2023,2,fri,1900-01-01 17:25:00,con heridos,atropello,carrera 15 sur calle 47,1,1,,1183,10.96221,-74.80741
1184,2023-02-24,2023,2,fri,1900-01-01 08:30:00,con heridos,choque,calle 50 carrera 27,2,1,,1184,10.97117,-74.79392
1185,2023-02-24,2023,2,fri,1900-01-01 22:00:00,con heridos,choque,calle 78 cra 15 sur,1,1,,1185,10.96221,-74.80741
1186,2023-03-24,2023,3,fri,1900-01-01 14:40:00,con heridos,choque,carrera 38 calle 100,1,1,,1186,10.98298,-74.83262
1187,2023-03-24,2023,3,fri,1900-01-01 15:30:00,con heridos,choque,carrera 55 transversal 57,1,1,,1187,10.94465,-74.76272
1188,2023-03-24,2023,3,fri,1900-01-01 07:40:00,con heridos,choque,calle 35 carrera 33,2,1,,1188,10.97257,-74.7817
1189,2023-03-24,2023,3,fri,1900-01-01 08:00:00,con heridos,caida ocupante,calle 19 carrera 1f,1,1,,1189,10.93676,-74.7799
1190,2023-03-24,2023,3,fri,1900-01-01 20:00:00,con heridos,choque,via 40 calle 85,1,1,,1190,11.02877,-74.8062
1191,2023-03-24,2023,3,fri,1900-01-01 08:10:00,con heridos,atropello,calle 74 con carrera 38b,1,1,,1191,10.95308,-74.8195
1192,2023-03-24,2023,3,fri,1900-01-01 20:20:00,con heridos,choque,carrera 49b #79-226,2,1,,1192,3.42158,-76.5637
1193,2023-03-24,2023,3,fri,1900-01-01 12:50:00,con heridos,choque,calle 30 con carrera 32,3,1,,1193,10.97636,-74.77736
1194,2023-04-24,2023,4,mon,1900-01-01 18:00:00,con heridos,choque,calle 6 con carrera 43b,2,1,,1194,10.98284,-74.76973
1195,2023-04-24,2023,4,mon,1900-01-01 09:20:00,con heridos,choque,calle 30 carrera 23,1,1,,1195,10.96225,-74.78388
1196,2023-04-24,2023,4,mon,1900-01-01 22:20:00,con heridos,choque,calle 82 cra 57,2,1,,1196,11.0086,-74.81179
1197,2023-05-24,2023,5,wed,1900-01-01 13:20:00,con heridos,choque,carrera 38 con calle 109,1,1,,1197,10.97634,-74.7769
1198,2023-05-24,2023,5,wed,1900-01-01 18:10:00,con heridos,choque,calle 98 carrera 44,1,1,,1198,11.00437,-74.83239
