,fecha_accidente,a_o_accidente,mes_accidente,dia_accidente,hora_accidente,gravedad_accidente,clase_accidente,sitio_exacto_accidente,cant_heridos_en_sitio_accidente,cantidad_accidentes,cant_muertos_en_sitio_accidente,Unnamed: 0,Latitud,Longitud
596,2023-11-11,2023,11,sat,1900-01-01 09:30:00,con heridos,choque,calle 120 carrera 37,4,1,,596,10.97993,-74.84393
597,2023-12-01,2023,1,thu,1900-01-01 14:40:00,con heridos,choque,carrera 59 calle 84,1,1,,597,11.01055,-74.81198
598,2023-12-01,2023,1,thu,1900-01-01 17:00:00,con heridos,choque,av. circunvalar con calle 51b,1,1,,598,10.93231,-74.782
599,2023-12-01,2023,1,thu,1900-01-01 19:24:00,con heridos,choque,carrera 53 calle 110,3,1,,599,10.97795,-74.83647
600,2023-12-01,2023,1,thu,1900-01-01 09:10:00,con heridos,choque,calle 85 carrera 43b,2,1,,600,11.00002,-74.82192
601,2023-12-01,2023,1,thu,1900-01-01 12:35:00,con heridos,choque,calle 91 carrera 59b,1,1,,601,11.01523,-74.81792
602,2023-12-02,2023,2,sun,1900-01-01 09:00:00,con heridos,choque,carrera 43b calle 64,1,1,,602,10.98859,-74.79912
603,2023-12-02,2023,2,sun,1900-01-01 09:15:00,con heridos,choque,carrera 5 sur calle 78b-27,3,1,,603,10.84717,-74.7823
604,2023-12-02,2023,2,sun,1900-01-01 22:10:00,con heridos,choque,av. circunvalar con cra 6f,2,1,,604,10.94691,-74.83343
605,2023-12-03,2023,3,sun,1900-01-01 13:45:00,con muertos,choque,calle 76 con carrera 6f,4,1,1,605,10.94835,-74.82179
606,2023-12-03,2023,3,sun,1900-01-01 15:00:00,con heridos,choque,carrera 46 con calle 100,1,1,,606,11.00792,-74.83413
607,2023-12-04,2023,4,wed,1900-01-01 08:30:00,con heridos,choque,carrera 58 calle 67,1,1,,607,10.9979,-74.796
608,2023-12-04,2023,4,wed,1900-01-01 21:50:00,con heridos,choque,calle 45 carrera 8,2,1,,608,10.94619,-74.80052
609,2023-12-04,2023,4,wed,1900-01-01 10:35:00,con heridos,choque,cra 15 sur calle 104,1,1,,609,10.96221,-74.80741
610,2023-12-04,2023,4,wed,1900-01-01 12:45:00,con heridos,choque,calle 81 con carrera 38,1,1,,610,10.97634,-74.7769
611,2023-12-05,2023,5,fri,1900-01-01 14:00:00,con heridos,choque,via 40 calle 85,1,1,,611,11.02877,-74.8062
612,2023-12-05,2023,5,fri,1900-01-01 06:30:00,con heridos,choque,calle 100 carrera 12 a,1,1,,612,7.89539,-72.51276
613,2023-12-05,2023,5,fri,1900-01-01 10:10:00,con heridos,choque,avenida cordialidad con carrera 16,1,1,,613,10.96856,-74.84244
614,2023-12-05,2023,5,fri,1900-01-01 00:50:00,con muertos,choque,av. circunvalar con carrera 9g,0,1,1,614,10.93228,-74.78201
615,2023-12-06,2023,6,mon,1900-01-01 12:30:00,con heridos,choque,carrera 5b calle 55b,1,1,,615,10.94767,-74.81234
616,2023-12-07,2023,7,wed,1900-01-01 02:40:00,con heridos,choque,calle 30 carrera 4,2,1,,616,10.93968,-74.78276
617,2023-12-07,2023,7,wed,1900-01-01 09:30:00,con heridos,choque,carrera 6 avenida circunvalar,1,1,,617,10.94662,-74.8102
618,2023-12-07,2023,7,wed,1900-01-01 09:40:00,con heridos,choque,carrera 41 calle 40,2,1,,618,10.9806,-74.7823
619,2023-12-07,2023,7,wed,1900-01-01 22:40:00,con heridos,choque,calle 76 carrera 7c,3,1,,619,10.95056,-74.82169
620,2023-12-07,2023,7,wed,1900-01-01 12:40:00,con heridos,choque,calle 90 con carrera 3b,4,1,,620,10.93949,-74.82408
621,2023-12-08,2023,8,sat,1900-01-01 13:05:00,con heridos,choque,calle 68 carrera 26d,1,1,,621,10.97604,-74.80709
622,2023-12-08,2023,8,sat,1900-01-01 11:00:00,con heridos,choque,calle 84 con carrera 56,1,1,,622,11.00875,-74.81398
623,2023-12-08,2023,8,sat,1900-01-01 11:50:00,con heridos,atropello,cra 40 calle 35 - 53,1,1,,623,10.97924,-74.77928
624,2023-12-09,2023,9,tue,1900-01-01 05:40:00,con heridos,otro,carrera 27 calle 74,2,1,,624,10.95308,-74.8195
625,2023-12-09,2023,9,tue,1900-01-01 18:30:00,con heridos,choque,calle 45c cra 14,1,1,,625,10.97085,-74.83623
626,2023-12-09,2023,9,tue,1900-01-01 06:50:00,con heridos,choque,calle 74 carrera 41c,1,1,,626,10.99157,-74.81012
627,2023-12-10,2023,10,thu,1900-01-01 01:45:00,con muertos,choque,calle 83 # 21d-35,0,1,1,627,3.41868,-76.4855
628,2023-12-10,2023,10,thu,1900-01-01 19:40:00,con heridos,choque,calle 110 carrera 31,1,1,,628,10.97831,-74.83616
629,2023-12-10,2023,10,thu,1900-01-01 22:40:00,con muertos,choque,carrera 38 calle 52,0,1,1,629,10.98121,-74.79263
630,2023-12-11,2023,11,sun,1900-01-01 19:20:00,con heridos,atropello,calle 54 carrera 37 - 100,1,1,,630,10.97908,-74.79612
631,2023-12-11,2023,11,sun,1900-01-01 08:20:00,con heridos,choque,carrera 38 calle 58,2,1,,631,10.92813,-74.79613
632,2023-12-11,2023,11,sun,1900-01-01 21:40:00,con heridos,choque,carrera 45b calle 94,1,1,,632,11.00401,-74.828
633,2023-12-11,2023,11,sun,1900-01-01 12:40:00,con heridos,choque,calle 110 con cra 51b,2,1,,633,10.97286,-74.83714
634,2023-01-13,2023,1,fri,1900-01-01 19:30:00,con heridos,choque,calle 31 carrera 23,3,1,,634,10.96253,-74.7846
635,2023-01-13,2023,1,fri,1900-01-01 08:00:00,con heridos,choque,carrera 44 con calle 43,1,1,,635,10.98416,-74.78376
636,2023-02-13,2023,2,mon,1900-01-01 13:00:00,con heridos,choque,calle 30 carrera 27,1,1,,636,10.97705,-74.83237
637,2023-02-13,2023,2,mon,1900-01-01 13:45:00,con heridos,choque,av. circunvalar con cra 46,3,1,,637,10.93415,-74.78711
638,2023-02-13,2023,2,mon,1900-01-01 14:10:00,con heridos,choque,calle 68 con carrera 26,1,1,,638,10.97492,-74.8077
639,2023-02-13,2023,2,mon,1900-01-01 16:10:00,con heridos,choque,cra 32 calle 34,1,1,,639,10.97114,-74.78164
640,2023-02-13,2023,2,mon,1900-01-01 06:15:00,con heridos,choque,cra 38 con calle 74,2,1,,640,10.95308,-74.8195
641,2023-02-13,2023,2,mon,1900-01-01 12:15:00,con heridos,atropello,carrera 43 con calle 45,1,1,,641,10.92906,-74.78652
642,2023-03-13,2023,3,mon,1900-01-01 15:00:00,con heridos,caida ocupante,calle 70 carrera 43,1,1,,642,10.99039,-74.80488
643,2023-03-13,2023,3,mon,1900-01-01 09:15:00,con heridos,choque,calle 45 carrera 38,1,1,,643,10.9798,-74.78698
644,2023-04-13,2023,4,thu,1900-01-01 07:30:00,con heridos,choque,carrera 38 con calle 128,1,1,,644,10.97634,-74.7769
645,2023-04-13,2023,4,thu,1900-01-01 08:30:00,con heridos,choque,cra 21 calle 38,1,1,,645,10.96002,-74.78894
646,2023-05-13,2023,5,sat,1900-01-01 14:50:00,con heridos,atropello,carrera 43 # 74,1,1,,646,19.13525,-96.12177
647,2023-05-13,2023,5,sat,1900-01-01 07:30:00,con heridos,caida ocupante,calle 54 cra 11,1,1,,647,10.95517,-74.8053
648,2023-06-13,2023,6,tue,1900-01-01 13:50:00,con heridos,choque,carrera 42 con calle 79,1,1,,648,10.98998,-74.81828
649,2023-06-13,2023,6,tue,1900-01-01 15:40:00,con heridos,choque,calle 110 cra 14 sur,1,1,,649,10.97154,-74.83706
650,2023-06-13,2023,6,tue,1900-01-01 05:50:00,con heridos,choque,carrera 44 calle 42,1,1,,650,10.984,-74.78304
651,2023-06-13,2023,6,tue,1900-01-01 07:50:00,con heridos,choque,calle 99 carrera 57,1,1,,651,11.0168,-74.8258
652,2023-06-13,2023,6,tue,1900-01-01 20:30:00,con heridos,choque,carrera 1 e calle 45d,2,1,,652,10.93026,-74.80059
653,2023-07-13,2023,7,thu,1900-01-01 06:50:00,con heridos,atropello,calle 76 carrera 8,1,1,,653,10.95227,-74.82175
654,2023-07-13,2023,7,thu,1900-01-01 07:20:00,con heridos,choque,calle 63c carrera 18,1,1,,654,10.96576,-74.80647
655,2023-08-13,2023,8,sun,1900-01-01 16:30:00,con muertos,choque,calle 63b con carrera 23,1,1,1,655,10.96999,-74.80493
656,2023-08-13,2023,8,sun,1900-01-01 22:00:00,con heridos,choque,carrera 53 calle 75,1,1,,656,11.00129,-74.80465
657,2023-08-13,2023,8,sun,1900-01-01 23:50:00,con heridos,atropello,calle 19 con 4b b. simon,3,1,,657,10.93626,-74.78068
658,2023-08-13,2023,8,sun,1900-01-01 12:50:00,con heridos,choque,avenida circunvalar con carrera 9d,2,1,,658,10.93228,-74.78201
659,2023-09-13,2023,9,wed,1900-01-01 18:00:00,con heridos,choque,calle 144 cra 31,1,1,,659,10.97127,-74.78514
660,2023-09-13,2023,9,wed,1900-01-01 06:40:00,con heridos,choque,carrera 33 calle 41,1,1,,660,10.9738,-74.78489
661,2023-09-13,2023,9,wed,1900-01-01 22:00:00,con heridos,choque,calle 82 carrera 50,2,1,,661,11.00289,-74.81538
662,2023-10-13,2023,10,fri,1900-01-01 17:30:00,con heridos,volcamiento,calle 98 # 52-115,1,1,,662,3.42515,-76.47527
663,2023-10-13,2023,10,fri,1900-01-01 07:10:00,con heridos,choque,carrera 38 calle 57,1,1,,663,10.92827,-74.79492
664,2023-10-13,2023,10,fri,1900-01-01 20:10:00,con heridos,choque,carrera 38 calle 58,1,1,,664,10.92813,-74.79613
665,2023-10-13,2023,10,fri,1900-01-01 20:30:00,con heridos,choque,calle 96 carrera 15 sur,1,1,,665,10.96221,-74.80741
666,2023-10-13,2023,10,fri,1900-01-01 22:10:00,con heridos,choque,carrera 46 con calle 75,2,1,,666,10.99611,-74.80886
667,2023-10-13,2023,10,fri,1900-01-01 10:30:00,con heridos,choque,carrera 8 calle 45b,1,1,,667,10.94609,-74.80052
668,2023-10-13,2023,10,fri,1900-01-01 23:10:00,con heridos,atropello,calle 76 carrera 6,1,1,,668,10.9457,-74.82178
669,2023-10-13,2023,10,fri,1900-01-01 11:20:00,con heridos,choque,calle 93 con carrera 49c,1,1,,669,11.00695,-74.82612
670,2023-10-13,2023,10,fri,1900-01-01 00:10:00,con heridos,choque,calle 84 con carrera 51b,1,1,,670,11.00573,-74.81712
671,2023-11-13,2023,11,mon,1900-01-01 15:20:00,con heridos,choque,avenida circunvalar carrera 7 sur,1,1,,671,10.93227,-74.782
672,2023-11-13,2023,11,mon,1900-01-01 18:30:00,con heridos,choque,carrera 27 calle 83c,1,1,,672,10.97793,-74.82697
673,2023-01-14,2023,1,sat,1900-01-01 13:00:00,con heridos,choque,carrera 17 calle 38b,1,1,,673,10.95463,-74.79238
674,2023-01-14,2023,1,sat,1900-01-01 07:30:00,con heridos,choque,calle 100 carrera 22,1,1,,674,10.97086,-74.83167
675,2023-02-14,2023,2,tue,1900-01-01 13:20:00,con heridos,choque,avenida circunvalar con carrera 9 g,1,1,,675,10.93228,-74.78201
676,2023-02-14,2023,2,tue,1900-01-01 14:30:00,con heridos,choque,calle 85 con carrera 57,3,1,,676,10.92945,-74.7949
677,2023-02-14,2023,2,tue,1900-01-01 16:55:00,con heridos,caida ocupante,carrera 51b calle 90,1,1,,677,11.00805,-74.82211
678,2023-02-14,2023,2,tue,1900-01-01 06:40:00,con heridos,choque,calle 35 carrera 30,7,1,,678,10.96983,-74.78276
679,2023-02-14,2023,2,tue,1900-01-01 07:20:00,con heridos,choque,calle 24 carrera 16,2,1,,679,10.95361,-74.77874
680,2023-02-14,2023,2,tue,1900-01-01 08:38:00,con heridos,choque,calle 51 con carrera 26,2,1,,680,10.96959,-74.79524
681,2023-02-14,2023,2,tue,1900-01-01 09:45:00,con heridos,choque,carrera 18 con calle 40,1,1,,681,10.96609,-74.80816
682,2023-02-14,2023,2,tue,1900-01-01 12:50:00,con heridos,choque,carrera 14 calle 55,1,1,,682,10.95798,-74.80265
683,2023-03-14,2023,3,tue,1900-01-01 14:40:00,con heridos,atropello,carrera 43 # 72-184,1,1,,683,19.13525,-96.12177
684,2023-03-14,2023,3,tue,1900-01-01 07:10:00,con heridos,atropello,calle 54 carrera 41,1,1,,684,10.98284,-74.79365
685,2023-03-14,2023,3,tue,1900-01-01 07:10:00,con heridos,choque,calle 64 carrera 64,1,1,,685,10.99944,-74.791
686,2023-03-14,2023,3,tue,1900-01-01 07:20:00,con heridos,choque,via 40 con calle 66,1,1,,686,11.02512,-74.8024
687,2023-03-14,2023,3,tue,1900-01-01 23:00:00,con heridos,choque,calle 73 carrera 9 sur,3,1,,687,10.94901,-74.77725
688,2023-04-14,2023,4,fri,1900-01-01 14:30:00,con heridos,choque,carrera 8 calle 35,1,1,,688,10.94624,-74.79005
689,2023-04-14,2023,4,fri,1900-01-01 16:00:00,con heridos,atropello,carrera 21 calle 85b,1,1,,689,10.97065,-74.82807
690,2023-04-14,2023,4,fri,1900-01-01 17:10:00,con heridos,choque,carrera 22 con calle 31,1,1,,690,10.96135,-74.78508
691,2023-04-14,2023,4,fri,1900-01-01 05:30:00,con heridos,atropello,calle 46 carrera 15 sur,2,1,,691,10.96183,-74.8064
692,2023-04-14,2023,4,fri,1900-01-01 07:00:00,con heridos,volcamiento,calle 70c carrera 23,1,1,,692,10.97122,-74.81088
693,2023-04-14,2023,4,fri,1900-01-01 22:30:00,con heridos,choque,carrera 4 calle 44b,1,1,,693,10.93834,-74.7989
694,2023-04-14,2023,4,fri,1900-01-01 12:39:00,con heridos,choque,carrera 43 calle 47 - 20,2,1,,694,10.93313,-74.80379
695,2023-05-14,2023,5,sun,1900-01-01 02:30:00,con heridos,choque,calle 53d carrera 18,2,1,,695,10.96339,-74.8026
696,2023-05-14,2023,5,sun,1900-01-01 14:30:00,con heridos,atropello,calle 51 c con carrera 4,1,1,,696,10.94118,-74.80747
697,2023-05-14,2023,5,sun,1900-01-01 14:50:00,con heridos,choque,calle 17 carrera 35,1,1,,697,10.97264,-74.77475
698,2023-05-14,2023,5,sun,1900-01-01 04:30:00,con heridos,choque,carrera 6 con calle 110,2,1,,698,10.94429,-74.80727
699,2023-05-14,2023,5,sun,1900-01-01 17:30:00,con heridos,choque,carrera 14 con calle 46,1,1,,699,10.95746,-74.80219
700,2023-05-14,2023,5,sun,1900-01-01 19:50:00,con heridos,atropello,calle 17 entre carrera 26 y 28,1,1,,700,10.96354,-74.77514
701,2023-05-14,2023,5,sun,1900-01-01 10:30:00,con heridos,choque,calle 85 carrera 47,1,1,,701,11.00304,-74.82077
702,2023-06-14,2023,6,wed,1900-01-01 15:00:00,con heridos,choque,calle 96 con carrera 59b,1,1,,702,11.01751,-74.8214
703,2023-06-14,2023,6,wed,1900-01-01 18:20:00,con heridos,choque,carrera 1 con calle 44a,1,1,,703,10.92991,-74.79847
704,2023-06-14,2023,6,wed,1900-01-01 22:20:00,con heridos,atropello,calle 51 con cra 1b,1,1,,704,10.93062,-74.79514
705,2023-06-14,2023,6,wed,1900-01-01 12:40:00,con heridos,choque,calle 80 con  carrera 42h,2,1,,705,10.99571,-74.81629
706,2023-07-14,2023,7,fri,1900-01-01 01:00:00,con heridos,choque,calle 30 carrera 15,1,1,,706,10.97702,-74.83235
707,2023-07-14,2023,7,fri,1900-01-01 05:50:00,con heridos,choque,calle 75 con carrera 47,2,1,,707,10.99684,-74.8085
708,2023-07-14,2023,7,fri,1900-01-01 06:30:00,con heridos,choque,carrera 53 #106-280,2,1,,708,4.64851,-74.0877
709,2023-07-14,2023,7,fri,1900-01-01 06:35:00,con heridos,choque,carrera 59 calle 86,1,1,,709,11.01283,-74.81621
710,2023-08-14,2023,8,mon,1900-01-01 13:30:00,con heridos,choque,calle 35 con carrera 35,2,1,,710,10.91615,-74.8826
711,2023-08-14,2023,8,mon,1900-01-01 13:30:00,con heridos,choque,calle 93 # 42h,1,1,,711,4.67298,-74.04541
712,2023-08-14,2023,8,mon,1900-01-01 15:00:00,con heridos,choque,carrera 65 # 94,1,1,,712,3.87555,-76.99768
713,2023-08-14,2023,8,mon,1900-01-01 07:05:00,con heridos,choque,av. cordialidad con calle 94,1,1,,713,10.94457,-74.82619
714,2023-08-14,2023,8,mon,1900-01-01 07:10:00,con heridos,choque,via 40 carrera 67,1,1,,714,11.00648,-74.78962
715,2023-08-14,2023,8,mon,1900-01-01 07:20:00,con heridos,choque,calle 87 con carrera 9l,2,1,,715,10.96102,-74.82703
716,2023-08-14,2023,8,mon,1900-01-01 08:05:00,con heridos,choque,carrera 46 con calle 69,2,1,,716,10.99234,-74.802
717,2023-08-14,2023,8,mon,1900-01-01 08:10:00,con heridos,choque,carrera 59b calle 90,2,1,,717,11.01468,-74.81733
718,2023-09-14,2023,9,thu,1900-01-01 14:50:00,con heridos,choque,calle 45 con cra 33,3,1,,718,10.92906,-74.78652
719,2023-09-14,2023,9,thu,1900-01-01 15:40:00,con heridos,choque,calle 110 por cra 9g,1,1,,719,10.97286,-74.83714
720,2023-09-14,2023,9,thu,1900-01-01 16:30:00,con heridos,caida ocupante,carrera 43 con calle 48,1,1,,720,10.9878,-74.78721
721,2023-09-14,2023,9,thu,1900-01-01 16:50:00,con heridos,atropello,carrera 44 calle 80,1,1,,721,10.99772,-74.81513
722,2023-09-14,2023,9,thu,1900-01-01 05:45:00,con heridos,choque,calle 17 carrera 15,1,1,,722,10.95393,-74.774
723,2023-09-14,2023,9,thu,1900-01-01 18:30:00,con heridos,choque,cra 58 calle 90 rio mar,1,1,,723,11.01334,-74.81822
724,2023-10-14,2023,10,sat,1900-01-01 12:00:00,con heridos,choque,carrera 38 calle 58,1,1,,724,10.92813,-74.79613
725,2023-11-14,2023,11,tue,1900-01-01 18:00:00,con heridos,choque,carrera 38 # 79a-41,1,1,,725,3.41854,-76.50656
726,2023-11-14,2023,11,tue,1900-01-01 07:50:00,con heridos,choque,calle 75 con carrera 67,1,1,,726,11.00821,-74.79647
727,2023-11-14,2023,11,tue,1900-01-01 20:21:00,con heridos,choque,carrera 55 calle 49,1,1,,727,10.99395,-74.78724
728,2023-11-14,2023,11,tue,1900-01-01 11:50:00,con heridos,choque,calle 54 carrera 43,1,1,,728,10.98461,-74.79256
729,2023-01-15,2023,1,sun,1900-01-01 01:15:00,con heridos,choque,cra 13 con calle 104,1,1,,729,10.96546,-74.8333
730,2023-01-15,2023,1,sun,1900-01-01 14:40:00,con heridos,atropello,calle 17 carrera 21,1,1,,730,10.95852,-74.77459
731,2023-01-15,2023,1,sun,1900-01-01 18:00:00,con heridos,choque,calle 41 cra 14,1,1,,731,10.95368,-74.79526
732,2023-01-15,2023,1,sun,1900-01-01 22:30:00,con heridos,choque,calle 94 carrera 52c,1,1,,732,11.01188,-74.8237
733,2023-01-15,2023,1,sun,1900-01-01 23:40:00,con heridos,choque,carrera 15 sur calle 98,1,1,,733,10.96221,-74.80741
734,2023-02-15,2023,2,wed,1900-01-01 13:15:00,con heridos,choque,avenida circunvalar con carrera 46,1,1,,734,10.93415,-74.78711
735,2023-02-15,2023,2,wed,1900-01-01 20:40:00,con heridos,choque,carrera 43 con calle 116,1,1,,735,10.96113,-74.8402
736,2023-02-15,2023,2,wed,1900-01-01 20:40:00,con heridos,choque,cra 38 con calle 69,1,1,,736,10.97634,-74.7769
737,2023-02-15,2023,2,wed,1900-01-01 20:50:00,con heridos,choque,calle 40 cra 39,1,1,,737,10.97925,-74.78267
738,2023-02-15,2023,2,wed,1900-01-01 09:10:00,con heridos,atropello,calle 68 #43-40,1,1,,738,-34.91782,-57.92157
739,2023-02-15,2023,2,wed,1900-01-01 09:10:00,con heridos,choque,calle 35 carrera 27,2,1,,739,10.96688,-74.78389
740,2023-02-15,2023,2,wed,1900-01-01 22:20:00,con heridos,choque,calle 30 # 3b-260,2,1,,740,39.52676,-0.48606
741,2023-02-15,2023,2,wed,1900-01-01 10:50:00,con heridos,choque,carrera 49b con calle 76,1,1,,741,10.99927,-74.80862
742,2023-03-15,2023,3,wed,1900-01-01 12:10:00,con heridos,choque,calle 110 carrera 13,1,1,,742,10.96835,-74.83805
743,2023-04-15,2023,4,sat,1900-01-01 13:40:00,con heridos,choque,carrera 43 calle 65,1,1,,743,10.9876,-74.79977
744,2023-04-15,2023,4,sat,1900-01-01 09:00:00,con heridos,choque,carrera 43 calle 79,1,1,,744,10.99531,-74.81363
745,2023-04-15,2023,4,sat,1900-01-01 21:45:00,con heridos,atropello,calle 47 carrera 8c,2,1,,745,10.94781,-74.80211
746,2023-05-15,2023,5,mon,1900-01-01 01:10:00,con heridos,choque,coordialidad via galapa kilometro 2,1,1,,746,10.9436,-74.83637
747,2023-05-15,2023,5,mon,1900-01-01 15:30:00,con heridos,choque,calle 85 carrera 45,2,1,,747,11.00143,-74.82138
748,2023-05-15,2023,5,mon,1900-01-01 15:30:00,con heridos,choque,cra 3c # 41b - 98,1,1,,748,4.5907,-74.19365
749,2023-05-15,2023,5,mon,1900-01-01 17:30:00,con heridos,atropello,calle 30 #35-29,1,1,,749,39.52676,-0.48606
750,2023-05-15,2023,5,mon,1900-01-01 08:00:00,con heridos,choque,via 40 con carrera 53b,3,1,,750,10.99412,-74.78106
751,2023-05-15,2023,5,mon,1900-01-01 21:30:00,con heridos,choque,calle 63b # 12 - 62,1,1,,751,5.06256,-75.4773
752,2023-06-15,2023,6,thu,1900-01-01 13:00:00,con heridos,choque,carrera 21 con calle 111c,1,1,,752,10.96974,-74.8387
753,2023-06-15,2023,6,thu,1900-01-01 15:00:00,con heridos,choque,carrera 43 calle 57,1,1,,753,10.93024,-74.79438
754,2023-06-15,2023,6,thu,1900-01-01 17:45:00,con heridos,choque,calle 84 carrera 65,1,1,,754,11.01314,-74.81002
755,2023-06-15,2023,6,thu,1900-01-01 09:00:00,con heridos,choque,calle 80 cra 76,4,1,,755,11.01908,-74.80452
756,2023-06-15,2023,6,thu,1900-01-01 21:10:00,con heridos,choque,avenida murillo carrera 11 sur,2,1,,756,10.96263,-74.82061
757,2023-06-15,2023,6,thu,1900-01-01 22:30:00,con heridos,choque,carrera 42h calle 90,3,1,,757,11.0,-74.82619
758,2023-06-15,2023,6,thu,1900-01-01 10:45:00,con heridos,choque,calle 30 carrera 43 - 103,1,1,,758,10.97636,-74.77736
759,2023-06-15,2023,6,thu,1900-01-01 11:30:00,con heridos,atropello,carrera 47 con calle 70,1,1,,759,10.99389,-74.803
760,2023-06-15,2023,6,thu,1900-01-01 11:30:00,con heridos,choque,calle 51 carrera 22,1,1,,760,10.96712,-74.79638
761,2023-06-15,2023,6,thu,1900-01-01 12:10:00,con heridos,choque,calle 76 con carrera 48,2,1,,761,10.9878,-74.78721
762,2023-06-15,2023,6,thu,1900-01-01 12:20:00,con heridos,choque,calle 113 con carrera 37,1,1,,762,10.98133,-74.83769
763,2023-07-15,2023,7,sat,1900-01-01 13:30:00,con heridos,choque,calle 110 con carrera 38,1,1,,763,10.97634,-74.7769
764,2023-07-15,2023,7,sat,1900-01-01 02:10:00,con heridos,choque,avenida cordialidad carrera 10,2,1,,764,11.03224,-74.86212
765,2023-07-15,2023,7,sat,1900-01-01 07:00:00,con heridos,choque,calle 68 con carrera 23,1,1,,765,10.97089,-74.80929
766,2023-07-15,2023,7,sat,1900-01-01 21:45:00,con heridos,choque,calle 75 carrera 60,2,1,,766,11.0053,-74.79907
767,2023-08-15,2023,8,tue,1900-01-01 17:30:00,con heridos,choque,carrera 30 calle 50,1,1,,767,10.9732,-74.79303
768,2023-08-15,2023,8,tue,1900-01-01 06:15:00,con heridos,choque,calle 59 carrera 23,2,1,,768,10.96993,-74.80239
769,2023-08-15,2023,8,tue,1900-01-01 07:55:00,con heridos,atropello,carrera 43 calle 116 y 117,2,1,,769,10.97694,-74.83958
770,2023-08-15,2023,8,tue,1900-01-01 08:35:00,con heridos,choque,carrera 21 con calle 84,2,1,,770,10.9675,-74.80155
771,2023-09-15,2023,9,fri,1900-01-01 16:00:00,con heridos,choque,calle 84 carrera 59,2,1,,771,11.01055,-74.81198
772,2023-09-15,2023,9,fri,1900-01-01 17:50:00,con heridos,choque,carrera 50 via 40,1,1,,772,10.98979,-74.7792
773,2023-09-15,2023,9,fri,1900-01-01 18:40:00,con heridos,choque,carrera 6 calle 110,4,1,,773,10.94662,-74.8102
774,2023-09-15,2023,9,fri,1900-01-01 08:00:00,con heridos,choque,carrera 38 calle 134,2,1,,774,10.97634,-74.7769
775,2023-09-15,2023,9,fri,1900-01-01 08:20:00,con heridos,choque,calle 33 carrera 11,3,1,,775,10.94869,-74.78708
776,2023-09-15,2023,9,fri,1900-01-01 09:00:00,con heridos,choque,carrera 4b # 19-76,2,1,,776,4.45389,-75.79156
777,2023-09-15,2023,9,fri,1900-01-01 10:15:00,con heridos,choque,calle 110 carrera 15 sur,1,1,,777,10.96221,-74.80741
778,2023-09-15,2023,9,fri,1900-01-01 23:50:00,con heridos,choque,calle 82 con carrera 71,1,1,,778,11.0164,-74.80854
779,2023-09-15,2023,9,fri,1900-01-01 12:00:00,con heridos,choque,av. circunvalar cra 9g,1,1,,779,10.95824,-74.82717
780,2023-10-15,2023,10,sun,1900-01-01 14:40:00,con heridos,choque,via 40 calle 77,2,1,,780,11.01657,-74.79586
781,2023-10-15,2023,10,sun,1900-01-01 03:30:00,con heridos,atropello,calle 86 carrera 26,2,1,,781,10.97491,-74.83009
782,2023-10-15,2023,10,sun,1900-01-01 07:40:00,con heridos,caida ocupante,carrera 26 calle 58,1,1,,782,10.97459,-74.80163
783,2023-11-15,2023,11,wed,1900-01-01 13:30:00,con heridos,otro,carerra 46 calle 100,1,1,,783,10.9713,-74.83166
784,2023-11-15,2023,11,wed,1900-01-01 14:30:00,con heridos,choque,calle 98 con carrera 65,2,1,,784,11.01997,-74.8215
785,2023-11-15,2023,11,wed,1900-01-01 19:00:00,con heridos,choque,calle 47 cra 30,1,1,,785,10.97236,-74.79054
786,2023-11-15,2023,11,wed,1900-01-01 21:45:00,con heridos,choque,calle 30 cra 13c,3,1,,786,10.97636,-74.77736
787,2023-11-15,2023,11,wed,1900-01-01 11:00:00,con heridos,choque,carrera 22 calle 37,2,1,,787,10.96217,-74.78716
788,2023-01-16,2023,1,mon,1900-01-01 18:00:00,con heridos,choque,avenida circunvalar con carrera 9g,1,1,,788,10.93228,-74.78201
789,2023-01-16,2023,1,mon,1900-01-01 19:10:00,con heridos,choque,calle 65 carrera 39b,1,1,,789,10.98485,-74.80084
790,2023-01-16,2023,1,mon,1900-01-01 10:00:00,con heridos,choque,calle 39 con carrera 29,2,1,,790,10.97644,-74.83343
791,2023-01-16,2023,1,mon,1900-01-01 12:43:00,con muertos,choque,calle 30 cra 6b,1,1,1,791,10.9434,-74.78381
792,2023-02-16,2023,2,thu,1900-01-01 14:20:00,con heridos,choque,calle 54 carrera 44b,1,1,,792,10.98722,-74.79162
793,2023-02-16,2023,2,thu,1900-01-01 04:00:00,con muertos,choque,calle 30 cra 8,0,1,1,793,10.9465,-74.78472
794,2023-02-16,2023,2,thu,1900-01-01 16:00:00,con heridos,choque,calle 100 carrera 43,1,1,,794,10.99711,-74.81662
795,2023-02-16,2023,2,thu,1900-01-01 18:10:00,con heridos,choque,cra 43 entre calle 114 y 116,1,1,,795,10.96182,-74.83967
796,2023-02-16,2023,2,thu,1900-01-01 20:00:00,con heridos,atropello,calle 30 carrera 43,1,1,,796,10.93809,-74.77477
797,2023-02-16,2023,2,thu,1900-01-01 12:00:00,con heridos,choque,carrera 20 calle 31,2,1,,797,10.95712,-74.78694
798,2023-03-16,2023,3,thu,1900-01-01 06:05:00,con heridos,choque,cordialidad con calle 110,1,1,,798,10.94987,-74.83397
