Latitud,Longitud
4.6326601,-74.0676599
10.0644275,-69.3367908
10.0644275,-69.3367908
,
10.9591509,-74.7975827
10.9591509,-74.7975827
14.6294403,-90.5217586
,
,
,
,
,
7.1007035,-73.1224891
7.1007035,-73.1224891
10.9697778,-74.7993109
10.9697778,-74.7993109
4.8027633,-75.73878420000001
4.8027633,-75.73878420000001
,
,
10.9991489,-74.8369967
10.9991489,-74.8369967
4.6213301,-74.0968564
4.6213301,-74.0968564
20.9901883,-89.6149928
20.9901883,-89.6149928
6.2649189,-75.5529759
6.2649189,-75.5529759
10.9799677,-74.7812785
10.9799677,-74.7812785
10.9928412,-74.8113844
,
,
3.4133141,-76.5260236
,
,
10.9811876,-74.7752926
10.9771576,-74.810555
10.9771576,-74.810555
,
,
,
,
,
11.0003459,-74.812812
11.0003459,-74.812812
,
,
,
11.0162216,-74.8285231
11.0162216,-74.8285231
11.007786,-74.8039051
11.007786,-74.8039051
,
,
4.6746003,-74.0783357
,
,
4.6462465,-74.1091444
4.6889793,-74.0347706
4.6889793,-74.0347706
,
,
,
10.9267109,-74.8143777
10.9267109,-74.8143777
,
10.9596361,-74.854254
10.9596361,-74.854254
10.9226828,-74.81463219999999
10.9226828,-74.81463219999999
,
,
10.9586342,-74.7909437
4.6352896,-74.0723226
4.6352896,-74.0723226
10.939256,-74.817802
10.939256,-74.817802
11.0161065,-74.7953998
11.0161065,-74.7953998
11.0263731,-74.8037791
11.0263731,-74.8037791
11.0263731,-74.8037791
11.0161065,-74.7953998
11.0161065,-74.7953998
,
,
11.0230614,-74.8009141
11.0230614,-74.8009141
4.642238799999999,-74.0560177
10.9567055,-74.836117
10.9230751,-74.8075115
10.9230751,-74.8075115
4.6321366,-74.0606555
4.6321366,-74.0606555
10.9640235,-74.7930343
10.9640235,-74.7930343
,
,
,
,
10.957286,-74.891784
10.9819692,-74.8323391
10.9819692,-74.8323391
4.637732,-74.065503
,
,
18.423928,-65.97588
,
,
11.0003022,-74.8072029
11.0003022,-74.8072029
,
,
,
,
,
,
,
,
4.7272889,-74.076729
4.7272889,-74.076729
,
-11.8704028,-77.1182202
-11.8704028,-77.1182202
-11.8704028,-77.1182202
10.9780346,-74.7764092
10.9780346,-74.7764092
10.9622783,-74.7839898
10.9622783,-74.7839898
9.5428742,-69.2079187
9.5428742,-69.2079187
3.419266,-76.5634227
10.9468954,-74.78472099999999
10.9468954,-74.78472099999999
10.9468954,-74.78472099999999
10.0682718,-69.3245424
10.0682718,-69.3245424
4.6270468,-74.070612
4.6270468,-74.070612
5.318789,-72.4106578
5.318789,-72.4106578
6.2393319,-75.5648595
6.2393319,-75.5648595
,
,
,
,
,
4.63166,-74.06537
4.63166,-74.06537
,
,
,
,
5.073471,-75.4946528
5.073471,-75.4946528
5.073471,-75.4946528
20.976887,-89.598949
20.976887,-89.598949
20.976887,-89.598949
20.976887,-89.598949
10.9635961,-74.7956311
10.9635961,-74.7956311
,
7.7462853,-72.22877369999999
7.7462853,-72.22877369999999
10.9964909,-74.7885083
10.9964909,-74.7885083
10.9672499,-74.8010439
10.9672499,-74.8010439
6.2475527,-75.5575061
6.2475527,-75.5575061
,
,
,
,
,
,
4.690424,-74.0458328
,
,
10.9829765,-74.8022261
10.9829765,-74.8022261
4.665365299999999,-74.0774366
4.665365299999999,-74.0774366
10.9712404,-74.81089709999999
,
,
10.9771576,-74.810555
10.9771576,-74.810555
4.6669518,-74.0652353
4.6669518,-74.0652353
4.6941722,-74.09292719999999
4.6941722,-74.09292719999999
11.0169187,-74.8051101
11.0169187,-74.8051101
10.9971593,-74.8154869
10.9971593,-74.8154869
10.9977293,-74.81511019999999
10.9977293,-74.81511019999999
4.6657586,-74.0545428
4.6657586,-74.0545428
11.0086461,-74.8117158
11.0086461,-74.8117158
,
,
11.0119004,-74.8107981
11.0119004,-74.8107981
,
,
10.9977558,-74.8232876
10.9977558,-74.8232876
11.0009844,-74.8157758
11.0009844,-74.8157758
11.0049151,-74.8198862
11.0049151,-74.8198862
4.679391400000001,-74.0665824
4.679391400000001,-74.0665824
,
,
18.4042,-65.961927
4.684304,-74.0710663
4.684304,-74.0710663
,
,
,
,
,
10.9230761,-74.8008679
10.9230761,-74.8008679
10.9228188,-74.8028465
10.9228188,-74.8028465
4.6590986,-74.06166189999999
4.6590986,-74.06166189999999
4.6822762,-74.049088
4.6822762,-74.049088
4.6346591,-74.0637705
4.6346591,-74.0637705
4.6502212,-74.0705862
4.6632044,-74.0753419
10.9701407,-74.821491
,
,
,
,
4.650930499999999,-74.0717997
4.650930499999999,-74.0717997
,
,
,
,
,
,
,
4.6575872,-74.0728507
4.6575872,-74.0728507
6.2321288,-75.5614018
6.2321288,-75.5614018
,
,
10.9812108,-74.79263569999999
20.9577837,-89.60745159999999
20.9577837,-89.60745159999999
,
,
4.0996135,-73.6494415
4.0996135,-73.6494415
,
,
10.9839897,-74.8063234
10.9839897,-74.8063234
6.2647472,-75.5499761
6.2647472,-75.5499761
-2.2237943,-79.9375534
-2.2237943,-79.9375534
10.9825211,-74.79230299999999
10.9825211,-74.79230299999999
10.985694,-74.7998202
10.985694,-74.7998202
10.9937509,-74.8137955
10.9937509,-74.8137955
4.625573,-74.1001928
4.625573,-74.1001928
,
,
,
,
4.6663781,-74.0573908
4.6663781,-74.0573908
,
,
,
10.9918127,-74.80512879999999
10.9918127,-74.80512879999999
,
,
,
10.9954488,-74.80782769999999
,
4.6779804,-74.07352689999999
4.6779804,-74.07352689999999
6.323741999999999,-75.5576048
6.323741999999999,-75.5576048
11.0170072,-74.8597631
11.0170072,-74.8597631
10.9963538,-74.8215387
10.9963538,-74.8215387
20.9578612,-89.6037321
20.9578612,-89.6037321
11.0147834,-74.8176241
40.79824869999999,-73.9526544
40.79824869999999,-73.9526544
4.658780699999999,-74.0529007
4.658780699999999,-74.0529007
,
,
,
,
,
4.6710502,-74.0701142
10.9297466,-74.79565079999999
,
,
,
,
10.9625009,-74.7878956
10.9625009,-74.7878956
10.9854212,-74.8305217
,
,
18.4019313,-65.9621519
18.4019313,-65.9621519
11.0019657,-74.7847716
11.0019657,-74.7847716
,
,
4.6321366,-74.0606555
10.9567055,-74.836117
4.6321366,-74.0606555
4.6321366,-74.0606555
11.0029192,-74.7857274
11.0029192,-74.7857274
10.995709,-74.8391889
10.995709,-74.8391889
-11.9372833,-77.0799236
10.9598064,-74.80162279999999
10.9598064,-74.80162279999999
10.9598064,-74.80162279999999
10.9942345,-74.7809509
10.9942345,-74.7809509
,
,
,
,
,
6.225467,-75.570139
6.225467,-75.570139
18.423928,-65.97588
6.2875122,-75.576811
6.2875122,-75.576811
4.6907251,-74.0382399
,
,
10.9822982,-74.8376585
10.9822982,-74.8376585
7.085584,-73.1047574
7.085584,-73.1047574
,
,
10.9850808,-74.8228613
10.9850808,-74.8228613
,
,
,
,
,
,
-11.8704028,-77.1182202
,
,
,
,
,
18.140687,-65.836575
18.140687,-65.836575
18.5209344,-69.8201816
18.5209344,-69.8201816
,
,
,
,
,
,
10.950999,-74.78558819999999
10.950999,-74.78558819999999
10.9739542,-74.778435
10.9515289,-74.7861925
10.9652382,-74.78276610000002
10.9652382,-74.78276610000002
4.6822503,-74.0491008
4.6822503,-74.0491008
10.9468954,-74.78472099999999
6.2321288,-75.5614018
6.2321288,-75.5614018
,
,
4.6292144,-74.0681672
4.6292144,-74.0681672
6.239680700000001,-75.5591717
6.239680700000001,-75.5591717
,
10.0735657,-69.3365888
3.4435691,-76.5342926
3.4435691,-76.5342926
10.9655231,-74.7955326
10.9655231,-74.7955326
10.9533262,-74.7977884
10.9533262,-74.7977884
20.9774238,-89.6328364
20.9774235,-89.6328352
20.976887,-89.598949
20.976887,-89.598949
5.073471,-75.4946528
5.073471,-75.4946528
10.9274713,-74.8076959
10.9274713,-74.8076959
8.9843893,-79.51553899999999
8.9843893,-79.51553899999999
4.6388471,-74.0691888
4.6405223,-74.0789028
4.6405223,-74.0789028
10.9535721,-74.8051644
10.9535721,-74.8051644
4.6457506,-74.0842217
,
,
6.2474864,-75.5520682
6.2474864,-75.5520682
10.9861852,-74.791924
10.9861852,-74.791924
4.6760655,-74.0467558
,
,
20.9901907,-89.6149915
20.9901907,-89.6149915
20.9641746,-89.6236794
20.9641746,-89.6236794
10.9591564,-74.8092769
10.9986952,-74.7986263
10.9986952,-74.7986263
,
,
10.972705,-74.8105866
10.972705,-74.8105866
7.085584,-73.1047574
4.6851115,-74.092674
4.6851115,-74.092674
11.0000996,-74.8000256
10.9903936,-74.80861159999999
10.9903936,-74.80861159999999
11.0029041,-74.8024415
11.0029041,-74.8024415
11.0029041,-74.8024415
4.6669518,-74.0652353
10.9880082,-74.820844
10.9880082,-74.820844
,
,
,
,
11.0109828,-74.8109676
11.0109828,-74.8109676
11.0102435,-74.8112224
11.0102435,-74.8112224
3.4369064,-76.4703408
3.4369064,-76.4703408
10.9976799,-74.8204842
10.9976799,-74.8204842
11.0014671,-74.82136799999999
11.0014671,-74.82136799999999
11.0009844,-74.8157758
11.0009844,-74.8157758
11.0154941,-74.81132819999999
11.0154941,-74.81132819999999
,
,
,
,
18.4037563,-65.9633375
11.0137988,-74.8263181
11.0137988,-74.8263181
,
,
,
,
,
,
,
4.662218999999999,-74.05969999999999
4.662218999999999,-74.05969999999999
10.922778,-74.8061823
,
,
,
,
20.6394015,-87.0724715
20.6394015,-87.0724715
,
,
20.9774257,-89.6328462
20.9774257,-89.6328462
20.976887,-89.598949
20.976887,-89.598949
,
,
19.8433326,-90.5371492
19.8433326,-90.5371492
10.9843043,-74.8093038
10.9843043,-74.8093038
,
,
,
,
20.9577837,-89.60745159999999
4.6945301,-74.0492346
4.6945301,-74.0492346
6.2771935,-75.5767
6.2771935,-75.5767
10.9387459,-74.80422399999999
,
,
3.4133633,-76.5260959
6.2527513,-75.5597898
6.2527513,-75.5597898
,
,
4.6457506,-74.0842217
19.8424874,-90.5365874
19.8424874,-90.5365874
14.5743127,-90.5629456
11.0006369,-74.8167568
11.0006369,-74.8167568
10.9857315,-74.7769683
10.9857315,-74.7769683
6.2758452,-75.555412
6.1518273,-75.620637
6.1518273,-75.620637
,
,
7.112212,-73.102772
7.112212,-73.102772
11.0110605,-74.82935189999999
11.0110605,-74.82935189999999
6.274571799999999,-75.5645452
6.274571799999999,-75.5645452
,
,
20.9901967,-89.61498809999999
20.9901967,-89.61498809999999
20.9901967,-89.61498809999999
20.9901967,-89.61498809999999
11.0112438,-74.8115169
,
,
,
,
10.9524434,-74.810017
10.9524434,-74.810017
,
,
,
,
,
,
,
,
6.1520966,-75.61439279999999
10.9876595,-74.7857702
10.9876595,-74.7857702
43.6175918,-116.2065807
43.6175918,-116.2065807
10.9998733,-74.8138565
,
11.0161065,-74.7953998
11.0161065,-74.7953998
11.0078843,-74.7905048
11.0078843,-74.7905048
11.0263731,-74.8037791
11.0263731,-74.8037791
11.0012577,-74.78435
11.0012577,-74.78435
,
,
11.0161065,-74.7953998
11.0161065,-74.7953998
10.9942345,-74.7809509
10.9942345,-74.7809509
10.9942345,-74.7809509
,
,
10.9567055,-74.836117
10.9567055,-74.836117
-11.9372833,-77.0799236
-11.9372833,-77.0799236
11.0327339,-74.8127549
10.9712404,-74.8108971
10.9712404,-74.8108971
10.9543408,-74.83545219999999
10.9543408,-74.83545219999999
10.9256595,-74.7990727
6.2099626,-75.5685287
,
,
,
,
,
,
,
,
,
4.637732,-74.065503
10.9511312,-74.8332813
10.9500886,-74.8306656
10.9500886,-74.8306656
,
,
3.4184737,-76.5248734
3.4184737,-76.5248734
11.0170072,-74.8597631
11.0170072,-74.8597631
11.0170072,-74.8597631
6.209135,-75.566654
6.209135,-75.566654
10.992661,-74.8437029
10.992661,-74.8437029
3.4327522,-76.499827
3.4327522,-76.499827
-11.8704028,-77.1182202
-11.8704028,-77.1182202
,
,
,
,
,
,
,
,
,
,
,
10.9515289,-74.7861925
10.9515289,-74.7861925
7.1206415,-73.1209489
7.1206415,-73.1209489
3.4340902,-76.5034886
,
,
6.2408642,-75.5637556
18.4842508,-69.9270007
,
,
,
,
,
,
,
,
4.6343346,-74.0774192
4.6343346,-74.0774192
20.976887,-89.598949
20.976887,-89.598949
6.251043,-75.578218
,
,
,
6.2418504,-75.5532645
4.6395186,-74.0729887
4.6395186,-74.0729887
4.6395186,-74.0729887
4.6388471,-74.0691888
4.648131999999999,-74.0875792
4.648131999999999,-74.0875792
10.9668796,-74.8010992
10.9668796,-74.8010992
10.9668796,-74.8010992
10.974213,-74.7975464
10.9668796,-74.8010992
10.9668796,-74.8010992
10.9682144,-74.8002887
10.9682144,-74.8002887
,
,
3.3960065,-76.5053913
3.3960065,-76.5053913
20.9901831,-89.6149957
20.9901831,-89.6149957
,
,
,
10.9658905,-74.8109025
10.9658905,-74.8109025
4.6462465,-74.1091444
4.6462465,-74.1091444
10.9943499,-74.8054738
10.9943499,-74.8054738
4.6715428,-74.0736841
4.6715428,-74.0736841
4.6620911,-74.0576621
4.6620911,-74.0576621
10.9968087,-74.81006810000001
10.9968087,-74.81006810000001
10.9968087,-74.81006810000001
10.9968087,-74.81006810000001
11.0004891,-74.8082191
11.0004891,-74.8082191
,
,
10.9957165,-74.8162959
10.9957165,-74.8162959
4.694337,-74.0877705
4.694337,-74.0877705
4.6975544,-74.0929
11.0102435,-74.8112224
11.0102435,-74.8112224
11.01311,-74.8100125
11.01311,-74.8100125
11.0087609,-74.8139834
11.0087609,-74.8139834
11.0105613,-74.81196349999999
11.0009844,-74.8157758
11.0009844,-74.8157758
11.0089414,-74.8160856
11.0089414,-74.8160856
11.0210478,-74.8118413
11.0210478,-74.8118413
11.0182199,-74.8156552
11.0182199,-74.8156552
11.0059384,-74.8243944
11.0059384,-74.8243944
4.6845267,-74.07149199999999
4.6845267,-74.07149199999999
11.0175414,-74.8213909
11.0175414,-74.8213909
,
,
11.0206001,-74.8236841
11.0206001,-74.8236841
,
,
10.9318338,-74.800612
10.9318338,-74.800612
3.4532655,-76.5237061
3.4532655,-76.5237061
4.6916731,-74.0589694
4.6916731,-74.0589694
,
,
,
,
3.3960065,-76.5053913
3.3960065,-76.5053913
,
,
10.6068726,-71.6633801
10.6068726,-71.6633801
20.6469022,-87.0590815
20.6469022,-87.0590815
4.6584046,-74.07331780000001
4.6584046,-74.07331780000001
19.843565,-90.5371462
19.843565,-90.5371462
40.7767017,-73.9635577
,
6.237828299999999,-75.5570499
6.237828299999999,-75.5570499
10.9852283,-74.822794
10.9852283,-74.822794
10.9812108,-74.79263569999999
10.9812108,-74.79263569999999
10.9868854,-74.81999139999999
10.9868854,-74.81999139999999
10.9865676,-74.8162617
40.7736394,-73.9558319
40.7736394,-73.9558319
40.7736394,-73.9558319
40.7736394,-73.9558319
10.9976799,-74.8204842
10.9976799,-74.8204842
,
,
10.9976799,-74.8204842
10.9976799,-74.8204842
4.618379099999999,-74.1100683
,
,
4.6429218,-74.0658792
4.6429218,-74.0658792
14.5725799,-90.550195
14.5725799,-90.550195
,
,
,
,
4.6837105,-74.0586916
